Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,Region,Quantity,Sales,Discount,Profit
ORD0265,2025-02-04,C096,Kavya Kumar,Notebook,Office Supplies,North,1,475.0,0.05,136.9
ORD0266,2025-01-23,C198,Ayesha Joshi,Desk Organizer,Office Supplies,East,6,4116.0,0.02,1255.81
ORD0267,2025-09-03,C209,Vikash Malhotra,Keyboard,Technology,South,8,12240.0,0.15,4001.17
ORD0268,2025-04-14,C017,Nikhil Sharma,Backpack,Accessories,South,1,2090.0,0.05,605.16
ORD0269,2025-09-21,C227,Arjun Kapoor,Smartphone,Technology,Central,6,136800.0,0.05,27636.48
ORD0270,2025-11-28,C122,Priya Mehta,Notebook,Office Supplies,East,1,400.0,0.2,105.09
ORD0271,2025-03-05,C221,Rahul Kapoor,Smartphone,Technology,West,6,136800.0,0.05,29561.84
ORD0272,2025-06-23,C228,Anjali Kapoor,Bookshelf,Furniture,West,8,51520.0,0.08,12490.19
ORD0273,2025-09-23,C178,Ayesha Yadav,Webcam,Technology,North,6,16800.0,0.2,3848.45
ORD0274,2025-11-05,C187,Arjun Joshi,Table Lamp,Furniture,South,2,3312.0,0.08,979.22
ORD0275,2025-02-10,C140,Meena Mehta,Pen Set,Office Supplies,East,6,1800,0,583.48
ORD0276,2025-12-20,C079,Suresh Patel,Backpack,Accessories,West,7,15092.0,0.02,4733.52
ORD0277,2025-11-24,C011,Karan Sharma,Office Chair,Furniture,North,7,39900.0,0.05,9940.18
ORD0278,2025-12-14,C020,Meena Sharma,Bookshelf,Furniture,North,6,37800.0,0.1,7877.74
ORD0279,2025-03-06,C037,Nikhil Verma,Calculator,Office Supplies,East,8,6400,0,1861.51
ORD0280,2025-03-20,C093,Aditya Kumar,Bookshelf,Furniture,East,1,6300.0,0.1,1445.84
ORD0281,2025-03-12,C096,Kavya Kumar,Backpack,Accessories,West,2,3960.0,0.1,1231.6
ORD0282,2025-01-14,C081,Rahul Kumar,Notebook,Office Supplies,West,4,2000,0,622.62
ORD0283,2025-05-14,C133,Aditya Mehta,Bookshelf,Furniture,South,2,13300.0,0.05,3104.47
ORD0284,2025-03-04,C157,Nikhil Shah,Pen Set,Office Supplies,North,8,2352.0,0.02,733.37
ORD0285,2025-12-16,C116,Kavya Gupta,Keyboard,Technology,East,8,14400,0,5159.09
ORD0286,2025-10-05,C171,Karan Yadav,Office Chair,Furniture,East,2,10800.0,0.1,2356.08
ORD0287,2025-07-05,C218,Ayesha Malhotra,Keyboard,Technology,North,3,4320.0,0.2,1352.52
ORD0288,2025-09-10,C052,Simran Singh,Headphones,Technology,Central,4,9600.0,0.2,2696.82
ORD0289,2025-10-10,C147,Arjun Shah,Office Chair,Furniture,North,8,38400.0,0.2,7736.55
ORD0290,2025-09-03,C017,Nikhil Sharma,Pen Set,Office Supplies,West,7,1785.0,0.15,571.63
ORD0291,2025-06-12,C211,Karan Malhotra,Desk Organizer,Office Supplies,West,2,1372.0,0.02,439.02
ORD0292,2025-10-10,C120,Meena Gupta,USB Hub,Technology,South,6,7056.0,0.02,2094.47
ORD0293,2025-01-29,C197,Nikhil Joshi,Headphones,Technology,Central,7,18900.0,0.1,6496.16
ORD0294,2025-06-15,C040,Meena Verma,Pen Set,Office Supplies,South,3,882.0,0.02,313.37
ORD0295,2025-02-10,C089,Vikash Kumar,USB Hub,Technology,Central,5,4800.0,0.2,1242.67
ORD0296,2025-10-01,C071,Karan Patel,Headphones,Technology,South,5,13500.0,0.1,4049.74
ORD0297,2025-12-04,C152,Simran Shah,Desk Organizer,Office Supplies,Central,3,2058.0,0.02,656.65
ORD0298,2025-01-15,C087,Arjun Kumar,Desk Organizer,Office Supplies,Central,1,560.0,0.2,150.26
ORD0299,2025-11-24,C068,Anjali Patel,Mouse,Technology,Central,7,5670.0,0.1,1679.68
ORD0300,2025-12-17,C075,Manish Patel,Pen Set,Office Supplies,West,8,2352.0,0.02,767.98
ORD0301,2025-08-01,C019,Suresh Sharma,Smartphone,Technology,South,3,66240.0,0.08,13462.2
ORD0302,2025-06-13,C088,Anjali Kumar,Calculator,Office Supplies,East,3,2280.0,0.05,731.23
ORD0303,2025-07-09,C250,Pooja Mishra,Bookshelf,Furniture,North,3,16800.0,0.2,3611.5
ORD0304,2025-05-17,C082,Priya Kumar,Printer,Office Supplies,South,8,96000,0,19838.71
ORD0305,2025-11-12,C025,Rohit Verma,Smartphone,Technology,South,5,110400.0,0.08,22172.54
ORD0306,2025-03-23,C209,Vikash Malhotra,Desk,Furniture,Central,6,47040.0,0.02,10527.0
ORD0307,2025-01-12,C120,Meena Gupta,Webcam,Technology,West,5,16100.0,0.08,3754.84
ORD0308,2025-10-26,C130,Pooja Mehta,Backpack,Accessories,North,4,8624.0,0.02,2664.1
ORD0309,2025-10-02,C073,Aditya Patel,Webcam,Technology,North,8,26600.0,0.05,6183.42
ORD0310,2025-07-07,C111,Karan Gupta,Headphones,Technology,East,5,12750.0,0.15,4273.59
ORD0311,2025-10-15,C012,Simran Sharma,Bookshelf,Furniture,Central,1,6300.0,0.1,1321.83
ORD0312,2025-08-19,C074,Riya Patel,Tablet,Technology,East,7,176400.0,0.1,28895.1
ORD0313,2025-02-19,C212,Simran Malhotra,Calculator,Office Supplies,East,2,1568.0,0.02,479.01
ORD0314,2025-11-05,C143,Amit Shah,Office Chair,Furniture,Central,3,17640.0,0.02,4101.13
ORD0315,2025-06-20,C011,Karan Sharma,Smartphone,Technology,Central,1,23520.0,0.02,5118.17
ORD0316,2025-11-10,C117,Nikhil Gupta,Headphones,Technology,West,3,8550.0,0.05,2725.39
ORD0317,2025-09-18,C158,Ayesha Shah,Pen Set,Office Supplies,Central,6,1620.0,0.1,528.1
ORD0318,2025-06-19,C077,Nikhil Patel,Webcam,Technology,West,1,3325.0,0.05,868.78
ORD0319,2025-08-31,C150,Pooja Shah,Pen Set,Office Supplies,Central,1,270.0,0.1,83.75
ORD0320,2025-09-03,C148,Anjali Shah,Printer,Office Supplies,Central,1,10800.0,0.1,2055.7
ORD0321,2025-12-15,C199,Suresh Joshi,Bookshelf,Furniture,Central,3,16800.0,0.2,3402.01
ORD0322,2025-08-14,C243,Amit Mishra,Monitor,Technology,South,4,72000,0,13582.67
ORD0323,2025-11-10,C106,Sneha Gupta,Mouse,Technology,North,7,5670.0,0.1,1978.8
ORD0324,2025-06-16,C181,Rahul Joshi,Headphones,Technology,West,4,10800.0,0.1,3818.8
ORD0325,2025-08-24,C135,Manish Mehta,Bookshelf,Furniture,East,6,41160.0,0.02,9993.02
ORD0326,2025-09-05,C140,Meena Mehta,Office Chair,Furniture,South,5,27000.0,0.1,5780.34
ORD0327,2025-06-02,C072,Simran Patel,External Hard Drive,Technology,South,5,31850.0,0.02,6619.52
ORD0328,2025-06-28,C177,Nikhil Yadav,Webcam,Technology,East,6,19320.0,0.08,4912.26
ORD0329,2025-06-26,C074,Riya Patel,Monitor,Technology,South,7,115920.0,0.08,23832.07
ORD0330,2025-02-10,C075,Manish Patel,Smartphone,Technology,West,5,102000.0,0.15,19697.95
ORD0331,2025-04-14,C168,Anjali Yadav,Notebook,Office Supplies,East,8,3920.0,0.02,1232.97
ORD0332,2025-02-25,C239,Suresh Kapoor,External Hard Drive,Technology,Central,5,31850.0,0.02,6457.8
ORD0333,2025-09-29,C062,Priya Patel,Printer,Office Supplies,South,1,10200.0,0.15,1921.52
ORD0334,2025-08-30,C014,Riya Sharma,Monitor,Technology,South,7,119700.0,0.05,21402.89
ORD0335,2025-12-01,C002,Priya Sharma,External Hard Drive,Technology,West,3,17940.0,0.08,3781.46
ORD0336,2025-05-27,C123,Amit Mehta,Mouse,Technology,North,5,4275.0,0.05,1441.27
ORD0337,2025-01-20,C167,Arjun Yadav,Desk Organizer,Office Supplies,South,4,2520.0,0.1,828.18
ORD0338,2025-07-23,C107,Arjun Gupta,Keyboard,Technology,South,1,1440.0,0.2,477.64
ORD0339,2025-06-02,C240,Meena Kapoor,Pen Set,Office Supplies,North,1,300,0,101.09
ORD0340,2025-11-25,C238,Ayesha Kapoor,Desk,Furniture,West,5,36800.0,0.08,8162.35
ORD0341,2025-04-09,C228,Anjali Kapoor,Headphones,Technology,East,8,22800.0,0.05,7895.28
ORD0342,2025-04-06,C042,Priya Singh,Backpack,Accessories,East,5,9350.0,0.15,2571.64
ORD0343,2025-11-09,C203,Amit Malhotra,Pen Set,Office Supplies,West,4,1176.0,0.02,412.79
ORD0344,2025-07-25,C212,Simran Malhotra,Table Lamp,Furniture,South,6,10800,0,3081.24
ORD0345,2025-01-04,C036,Kavya Verma,Webcam,Technology,South,6,20580.0,0.02,5058.32
ORD0346,2025-10-26,C115,Manish Gupta,Notebook,Office Supplies,North,6,2850.0,0.05,875.85
ORD0347,2025-12-08,C067,Arjun Patel,Office Chair,Furniture,East,4,24000,0,5257.93
ORD0348,2025-03-02,C041,Rahul Singh,Bookshelf,Furniture,East,5,29750.0,0.15,6677.55
ORD0349,2025-03-10,C095,Manish Kumar,Calculator,Office Supplies,West,4,3136.0,0.02,971.51
ORD0350,2025-12-26,C192,Simran Joshi,Calculator,Office Supplies,West,6,4416.0,0.08,1361.82
ORD0351,2025-05-07,C194,Riya Joshi,External Hard Drive,Technology,Central,4,20800.0,0.2,4050.04
ORD0352,2025-12-27,C224,Neha Kapoor,Tablet,Technology,Central,8,201600.0,0.1,30703.88
ORD0353,2025-10-02,C029,Vikash Verma,Smartphone,Technology,East,4,86400.0,0.1,16379.53
ORD0354,2025-12-15,C219,Suresh Malhotra,USB Hub,Technology,Central,8,9600,0,2668.02
ORD0355,2025-01-29,C126,Sneha Mehta,Tablet,Technology,Central,8,179200.0,0.2,26731.77
ORD0356,2025-08-25,C107,Arjun Gupta,Backpack,Accessories,East,1,1980.0,0.1,631.85
ORD0357,2025-01-02,C186,Sneha Joshi,Laptop,Technology,Central,7,365750.0,0.05,61540.21
ORD0358,2025-12-25,C019,Suresh Sharma,Smartphone,Technology,North,7,159600.0,0.05,30369.56
ORD0359,2025-05-27,C240,Meena Kapoor,Tablet,Technology,South,8,224000,0,35475.07
ORD0360,2025-08-18,C197,Nikhil Joshi,Table Lamp,Furniture,West,6,9936.0,0.08,2877.42
ORD0361,2025-06-28,C097,Nikhil Kumar,Tablet,Technology,Central,3,71400.0,0.15,10145.0
ORD0362,2025-04-25,C101,Rahul Gupta,USB Hub,Technology,North,3,3060.0,0.15,909.38
ORD0363,2025-07-14,C077,Nikhil Patel,Backpack,Accessories,South,7,13860.0,0.1,4541.01
ORD0364,2025-04-07,C118,Ayesha Gupta,Office Chair,Furniture,North,3,17100.0,0.05,4231.44
ORD0365,2025-04-16,C009,Vikash Sharma,Table Lamp,Furniture,Central,1,1764.0,0.02,452.88
ORD0366,2025-01-23,C009,Vikash Sharma,Backpack,Accessories,South,1,2156.0,0.02,671.55
ORD0367,2025-09-15,C139,Suresh Mehta,Mouse,Technology,South,1,882.0,0.02,316.19
ORD0368,2025-11-03,C209,Vikash Malhotra,Desk Organizer,Office Supplies,East,6,3780.0,0.1,1212.56
ORD0369,2025-09-24,C061,Rahul Patel,Pen Set,Office Supplies,East,3,765.0,0.15,230.36
ORD0370,2025-12-14,C071,Karan Patel,Smartphone,Technology,West,3,61200.0,0.15,12012.78
ORD0371,2025-09-26,C013,Aditya Sharma,Office Chair,Furniture,West,7,33600.0,0.2,7065.78
ORD0372,2025-04-05,C105,Rohit Gupta,Headphones,Technology,West,5,13800.0,0.08,4703.53
ORD0373,2025-12-29,C062,Priya Patel,Printer,Office Supplies,West,5,48000.0,0.2,8663.7
ORD0374,2025-10-13,C235,Manish Kapoor,Smartphone,Technology,West,7,154560.0,0.08,31667.95
ORD0375,2025-11-28,C063,Amit Patel,Notebook,Office Supplies,West,4,1900.0,0.05,522.09
ORD0376,2025-04-08,C217,Nikhil Malhotra,Office Chair,Furniture,West,2,10800.0,0.1,2249.09
ORD0377,2025-02-07,C173,Aditya Yadav,Calculator,Office Supplies,Central,1,640.0,0.2,175.03
ORD0378,2025-04-17,C186,Sneha Joshi,External Hard Drive,Technology,East,4,23920.0,0.08,4987.4
ORD0379,2025-03-02,C078,Ayesha Patel,Laptop,Technology,West,4,215600.0,0.02,36522.02
ORD0380,2025-05-03,C235,Manish Kapoor,Printer,Office Supplies,East,4,44160.0,0.08,9083.33
ORD0381,2025-05-14,C098,Ayesha Kumar,Backpack,Accessories,West,6,12540.0,0.05,3843.18
ORD0382,2025-06-13,C120,Meena Gupta,Monitor,Technology,East,8,115200.0,0.2,22856.2
ORD0383,2025-04-24,C081,Rahul Kumar,Table Lamp,Furniture,North,1,1620.0,0.1,456.8
ORD0384,2025-03-20,C067,Arjun Patel,External Hard Drive,Technology,South,7,43225.0,0.05,8088.91
ORD0385,2025-10-09,C098,Ayesha Kumar,Desk Organizer,Office Supplies,East,4,2576.0,0.08,813.77
ORD0386,2025-03-28,C066,Sneha Patel,Webcam,Technology,East,8,25760.0,0.08,6748.15
ORD0387,2025-10-05,C044,Neha Singh,Headphones,Technology,North,8,23520.0,0.02,8427.61
ORD0388,2025-12-09,C135,Manish Mehta,Smartphone,Technology,North,2,38400.0,0.2,6777.62
ORD0389,2025-12-29,C106,Sneha Gupta,Headphones,Technology,South,4,12000,0,3776.66
ORD0390,2025-11-13,C130,Pooja Mehta,Backpack,Accessories,Central,6,13200,0,4292.55
ORD0391,2025-01-04,C234,Riya Kapoor,Webcam,Technology,West,8,28000,0,7237.11
ORD0392,2025-05-27,C004,Neha Sharma,Laptop,Technology,West,5,247500.0,0.1,35898.43
ORD0393,2025-09-26,C207,Arjun Malhotra,Keyboard,Technology,South,2,3600,0,1132.59
ORD0394,2025-07-01,C159,Suresh Shah,USB Hub,Technology,West,5,4800.0,0.2,1247.35
ORD0395,2025-10-17,C021,Rahul Verma,Office Chair,Furniture,South,7,38640.0,0.08,8417.35
ORD0396,2025-07-27,C077,Nikhil Patel,Tablet,Technology,Central,1,28000,0,4413.07
ORD0397,2025-03-29,C122,Priya Mehta,Smartphone,Technology,West,1,20400.0,0.15,3728.65
ORD0398,2025-01-22,C166,Sneha Yadav,Desk,Furniture,Central,2,14400.0,0.1,2994.35
ORD0399,2025-12-17,C122,Priya Mehta,Notebook,Office Supplies,Central,1,500,0,160.21
ORD0400,2025-06-11,C145,Rohit Shah,Smartphone,Technology,South,3,57600.0,0.2,10087.58
ORD0401,2025-06-03,C151,Karan Shah,Headphones,Technology,South,7,21000,0,6621.94
ORD0402,2025-03-13,C146,Sneha Shah,Bookshelf,Furniture,North,6,38640.0,0.08,9086.21
ORD0403,2025-08-12,C129,Vikash Mehta,Office Chair,Furniture,North,1,6000,0,1340.0
ORD0404,2025-06-17,C088,Anjali Kumar,Calculator,Office Supplies,East,7,4480.0,0.2,1180.8
ORD0405,2025-07-02,C201,Rahul Malhotra,Backpack,Accessories,West,8,17248.0,0.02,5507.52
ORD0406,2025-11-13,C111,Karan Gupta,Keyboard,Technology,South,7,12600,0,4062.5
ORD0407,2025-03-20,C183,Amit Joshi,Tablet,Technology,South,2,53200.0,0.05,8264.7
ORD0408,2025-02-24,C190,Pooja Joshi,Bookshelf,Furniture,East,6,39900.0,0.05,8372.58
ORD0409,2025-03-09,C114,Riya Gupta,Office Chair,Furniture,West,5,30000,0,6537.77
ORD0410,2025-01-14,C115,Manish Gupta,External Hard Drive,Technology,Central,7,45500,0,8502.49
ORD0411,2025-07-17,C024,Neha Verma,Calculator,Office Supplies,West,6,3840.0,0.2,1007.96
ORD0412,2025-09-24,C100,Meena Kumar,Tablet,Technology,West,4,100800.0,0.1,14798.4
ORD0413,2025-05-18,C044,Neha Singh,Headphones,Technology,North,5,14250.0,0.05,4682.0
ORD0414,2025-06-03,C043,Amit Singh,Table Lamp,Furniture,North,5,8280.0,0.08,2243.69
ORD0415,2025-11-17,C093,Aditya Kumar,Notebook,Office Supplies,Central,4,1700.0,0.15,487.1
ORD0416,2025-06-05,C051,Karan Singh,Backpack,Accessories,West,2,4312.0,0.02,1254.52
ORD0417,2025-06-18,C086,Sneha Kumar,Calculator,Office Supplies,West,7,4480.0,0.2,1295.76
ORD0418,2025-06-14,C209,Vikash Malhotra,Calculator,Office Supplies,South,3,2280.0,0.05,715.51
ORD0419,2025-06-13,C123,Amit Mehta,Desk,Furniture,West,3,22080.0,0.08,4679.81
ORD0420,2025-07-12,C248,Anjali Mishra,Desk Organizer,Office Supplies,West,4,2660.0,0.05,794.07
ORD0421,2025-10-07,C094,Riya Kumar,Monitor,Technology,Central,4,64800.0,0.1,11533.04
ORD0422,2025-05-30,C007,Arjun Sharma,Backpack,Accessories,North,4,8096.0,0.08,2668.41
ORD0423,2025-11-21,C210,Pooja Malhotra,Table Lamp,Furniture,East,8,14112.0,0.02,3773.81
ORD0424,2025-07-13,C169,Vikash Yadav,Headphones,Technology,Central,7,16800.0,0.2,4772.84
ORD0425,2025-09-17,C123,Amit Mehta,Desk Organizer,Office Supplies,West,7,4410.0,0.1,1451.85
ORD0426,2025-10-02,C140,Meena Mehta,Smartphone,Technology,North,6,122400.0,0.15,24825.34
ORD0427,2025-11-28,C028,Anjali Verma,Printer,Office Supplies,Central,6,70560.0,0.02,14895.43
ORD0428,2025-08-09,C166,Sneha Yadav,Bookshelf,Furniture,North,6,33600.0,0.2,6594.73
ORD0429,2025-07-11,C067,Arjun Patel,Printer,Office Supplies,Central,4,44160.0,0.08,8825.81
ORD0430,2025-01-13,C177,Nikhil Yadav,USB Hub,Technology,East,3,3420.0,0.05,981.48
ORD0431,2025-03-14,C107,Arjun Gupta,Tablet,Technology,East,2,44800.0,0.2,6531.59
ORD0432,2025-09-01,C117,Nikhil Gupta,Mouse,Technology,West,8,6840.0,0.05,2095.49
ORD0433,2025-12-30,C082,Priya Kumar,Tablet,Technology,East,5,140000,0,21114.31
ORD0434,2025-05-05,C166,Sneha Yadav,Monitor,Technology,Central,3,45900.0,0.15,8558.12
ORD0435,2025-04-29,C041,Rahul Singh,Desk,Furniture,South,7,51520.0,0.08,11940.28
ORD0436,2025-11-11,C048,Anjali Singh,Table Lamp,Furniture,West,7,12600,0,3714.53
ORD0437,2025-12-27,C152,Simran Shah,Table Lamp,Furniture,East,7,12600,0,3340.29
ORD0438,2025-10-02,C193,Aditya Joshi,Tablet,Technology,East,2,44800.0,0.2,6299.22
ORD0439,2025-12-10,C051,Karan Singh,Backpack,Accessories,Central,2,4180.0,0.05,1393.73
ORD0440,2025-07-20,C248,Anjali Mishra,Desk,Furniture,East,7,50400.0,0.1,11200.4
ORD0441,2025-12-11,C091,Karan Kumar,Backpack,Accessories,East,3,5280.0,0.2,1644.21
ORD0442,2025-03-10,C236,Kavya Kapoor,Calculator,Office Supplies,South,2,1360.0,0.15,391.3
ORD0443,2025-12-22,C079,Suresh Patel,Monitor,Technology,West,3,51300.0,0.05,9241.23
ORD0444,2025-07-16,C108,Anjali Gupta,Calculator,Office Supplies,West,3,2160.0,0.1,647.01
ORD0445,2025-03-27,C163,Amit Yadav,External Hard Drive,Technology,South,3,17550.0,0.1,3406.04
ORD0446,2025-01-28,C048,Anjali Singh,Desk,Furniture,North,8,57600.0,0.1,13442.16
ORD0447,2025-07-16,C125,Rohit Mehta,Headphones,Technology,Central,4,9600.0,0.2,3296.85
ORD0448,2025-09-09,C168,Anjali Yadav,Webcam,Technology,West,7,20825.0,0.15,5033.71
ORD0449,2025-01-16,C126,Sneha Mehta,Keyboard,Technology,South,2,3240.0,0.1,1106.81
ORD0450,2025-10-03,C075,Manish Patel,Smartphone,Technology,West,5,117600.0,0.02,23529.68
ORD0451,2025-02-28,C145,Rohit Shah,Webcam,Technology,Central,2,6300.0,0.1,1508.15
ORD0452,2025-08-14,C211,Karan Malhotra,Office Chair,Furniture,West,1,4800.0,0.2,1060.38
ORD0453,2025-01-17,C027,Arjun Verma,Printer,Office Supplies,East,5,48000.0,0.2,9274.46
ORD0454,2025-03-02,C221,Rahul Kapoor,Tablet,Technology,South,8,179200.0,0.2,28587.64
ORD0455,2025-12-30,C054,Riya Singh,Desk Organizer,Office Supplies,West,6,3360.0,0.2,1013.29
ORD0456,2025-04-16,C043,Amit Singh,Calculator,Office Supplies,North,3,1920.0,0.2,600.12
ORD0457,2025-10-03,C146,Sneha Shah,Office Chair,Furniture,East,5,27000.0,0.1,5753.58
ORD0458,2025-09-21,C075,Manish Patel,Desk Organizer,Office Supplies,North,5,2800.0,0.2,910.45
ORD0459,2025-12-02,C035,Manish Verma,Table Lamp,Furniture,South,1,1710.0,0.05,438.9
ORD0460,2025-05-07,C064,Neha Patel,Headphones,Technology,West,6,14400.0,0.2,4751.01
ORD0461,2025-08-01,C126,Sneha Mehta,Headphones,Technology,North,5,12750.0,0.15,3962.64
ORD0462,2025-05-23,C163,Amit Yadav,Tablet,Technology,East,7,176400.0,0.1,28543.81
ORD0463,2025-01-02,C117,Nikhil Gupta,Webcam,Technology,North,6,18900.0,0.1,5043.74
ORD0464,2025-02-02,C188,Anjali Joshi,Backpack,Accessories,West,6,10560.0,0.2,3348.7
ORD0465,2025-05-18,C056,Kavya Singh,Table Lamp,Furniture,East,4,6624.0,0.08,1743.32
ORD0466,2025-09-06,C087,Arjun Kumar,External Hard Drive,Technology,North,3,17550.0,0.1,3592.4
ORD0467,2025-03-05,C012,Simran Sharma,Monitor,Technology,South,8,144000,0,29923.86
ORD0468,2025-04-14,C113,Aditya Gupta,Backpack,Accessories,South,1,2024.0,0.08,685.52
ORD0469,2025-05-21,C226,Sneha Kapoor,Pen Set,Office Supplies,East,3,720.0,0.2,205.48
ORD0470,2025-11-29,C065,Rohit Patel,Tablet,Technology,West,6,142800.0,0.15,20492.57
ORD0471,2025-12-02,C161,Rahul Yadav,Pen Set,Office Supplies,North,4,1104.0,0.08,333.84
ORD0472,2025-03-09,C001,Rahul Sharma,Mouse,Technology,Central,8,7200,0,2435.97
ORD0473,2025-12-23,C175,Manish Yadav,Backpack,Accessories,North,1,2200,0,682.48
ORD0474,2025-02-06,C221,Rahul Kapoor,Table Lamp,Furniture,North,3,4968.0,0.08,1284.95
ORD0475,2025-07-08,C188,Anjali Joshi,Monitor,Technology,South,2,34200.0,0.05,6989.21
ORD0476,2025-09-29,C098,Ayesha Kumar,Headphones,Technology,Central,3,9000,0,3030.38
ORD0477,2025-04-20,C167,Arjun Yadav,Keyboard,Technology,South,8,13680.0,0.05,4598.37
ORD0478,2025-04-22,C236,Kavya Kapoor,Table Lamp,Furniture,North,8,11520.0,0.2,2735.48
ORD0479,2025-08-08,C036,Kavya Verma,Monitor,Technology,South,7,119700.0,0.05,22241.6
ORD0480,2025-10-11,C064,Neha Patel,Notebook,Office Supplies,Central,2,980.0,0.02,297.35
ORD0481,2025-09-23,C073,Aditya Patel,Laptop,Technology,South,5,269500.0,0.02,44644.87
ORD0482,2025-01-28,C192,Simran Joshi,Bookshelf,Furniture,South,5,29750.0,0.15,6863.27
ORD0483,2025-09-13,C127,Arjun Mehta,Bookshelf,Furniture,North,2,13720.0,0.02,3190.7
ORD0484,2025-03-09,C136,Kavya Mehta,Laptop,Technology,Central,6,313500.0,0.05,49647.28
ORD0485,2025-08-30,C108,Anjali Gupta,Office Chair,Furniture,North,3,14400.0,0.2,3455.39
ORD0486,2025-05-15,C005,Rohit Sharma,Desk Organizer,Office Supplies,North,2,1400,0,419.99
ORD0487,2025-12-31,C243,Amit Mishra,Bookshelf,Furniture,West,5,29750.0,0.15,6501.34
ORD0488,2025-10-02,C109,Vikash Gupta,Bookshelf,Furniture,South,2,11900.0,0.15,2619.28
ORD0489,2025-09-19,C072,Simran Patel,Tablet,Technology,South,5,140000,0,24015.33
ORD0490,2025-11-21,C138,Ayesha Mehta,Desk,Furniture,North,7,50400.0,0.1,11555.66
ORD0491,2025-05-06,C080,Meena Patel,Table Lamp,Furniture,West,4,7200,0,1867.59
ORD0492,2025-12-08,C030,Pooja Verma,Backpack,Accessories,South,1,2090.0,0.05,683.32
ORD0493,2025-01-06,C031,Karan Verma,Laptop,Technology,East,3,140250.0,0.15,20485.26
ORD0494,2025-07-10,C134,Riya Mehta,USB Hub,Technology,East,5,5880.0,0.02,1601.79
ORD0495,2025-08-08,C188,Anjali Joshi,Monitor,Technology,North,1,17100.0,0.05,3153.56
ORD0496,2025-08-22,C068,Anjali Patel,Desk Organizer,Office Supplies,North,2,1288.0,0.08,396.76
ORD0497,2025-03-22,C128,Anjali Mehta,Desk Organizer,Office Supplies,North,3,1995.0,0.05,592.89
ORD0498,2025-09-18,C229,Vikash Kapoor,Desk Organizer,Office Supplies,North,2,1372.0,0.02,393.98
ORD0499,2025-07-16,C063,Amit Patel,Smartphone,Technology,South,8,182400.0,0.05,40189.45
ORD0500,2025-06-14,C239,Suresh Kapoor,Smartphone,Technology,East,7,164640.0,0.02,32715.27
ORD0501,2025-09-15,C070,Pooja Patel,Tablet,Technology,North,6,168000,0,27748.77
ORD0502,2025-02-05,C046,Sneha Singh,Printer,Office Supplies,East,1,11040.0,0.08,2400.8
ORD0503,2025-10-11,C199,Suresh Joshi,Pen Set,Office Supplies,East,6,1800,0,595.85
ORD0504,2025-11-15,C052,Simran Singh,Pen Set,Office Supplies,East,5,1275.0,0.15,385.66
ORD0505,2025-10-07,C152,Simran Shah,Webcam,Technology,South,4,11900.0,0.15,3075.04
ORD0506,2025-04-30,C039,Suresh Verma,Laptop,Technology,North,7,385000,0,63418.78
ORD0507,2025-12-03,C244,Neha Mishra,Desk,Furniture,East,1,6400.0,0.2,1314.37
ORD0508,2025-09-09,C027,Arjun Verma,Mouse,Technology,South,4,3312.0,0.08,1168.55
ORD0509,2025-04-29,C183,Amit Joshi,Notebook,Office Supplies,Central,2,1000,0,319.07
ORD0510,2025-02-13,C106,Sneha Gupta,Office Chair,Furniture,Central,8,40800.0,0.15,9244.74
ORD0511,2025-10-18,C035,Manish Verma,Bookshelf,Furniture,South,2,12600.0,0.1,2575.89
ORD0512,2025-06-11,C061,Rahul Patel,Pen Set,Office Supplies,West,5,1200.0,0.2,409.08
ORD0513,2025-05-20,C180,Meena Yadav,Desk,Furniture,South,6,44160.0,0.08,9259.68
ORD0514,2025-02-24,C035,Manish Verma,Desk Organizer,Office Supplies,West,2,1372.0,0.02,405.37
ORD0515,2025-07-03,C081,Rahul Kumar,Table Lamp,Furniture,South,2,3240.0,0.1,949.34
ORD0516,2025-03-03,C116,Kavya Gupta,Pen Set,Office Supplies,East,8,2280.0,0.05,697.57
ORD0517,2025-06-17,C212,Simran Malhotra,Calculator,Office Supplies,South,1,784.0,0.02,229.68
ORD0518,2025-01-26,C248,Anjali Mishra,Office Chair,Furniture,East,7,37800.0,0.1,8852.82
ORD0519,2025-08-20,C210,Pooja Malhotra,Keyboard,Technology,Central,1,1656.0,0.08,545.37
ORD0520,2025-03-13,C064,Neha Patel,Monitor,Technology,North,8,144000,0,26304.11
ORD0521,2025-07-25,C213,Aditya Malhotra,Printer,Office Supplies,North,3,35280.0,0.02,7159.19
ORD0522,2025-02-08,C150,Pooja Shah,Desk Organizer,Office Supplies,North,5,2800.0,0.2,740.84
ORD0523,2025-06-19,C051,Karan Singh,Backpack,Accessories,West,3,6600,0,1973.17
ORD0524,2025-07-22,C013,Aditya Sharma,Keyboard,Technology,West,7,10080.0,0.2,3147.4
ORD0525,2025-04-20,C175,Manish Yadav,Table Lamp,Furniture,East,3,5130.0,0.05,1504.24
ORD0526,2025-11-11,C072,Simran Patel,Backpack,Accessories,South,3,6600,0,2140.04
ORD0527,2025-10-09,C166,Sneha Yadav,Pen Set,Office Supplies,North,8,2208.0,0.08,717.32
ORD0528,2025-04-13,C072,Simran Patel,Bookshelf,Furniture,Central,3,19320.0,0.08,4429.56
ORD0529,2025-07-03,C064,Neha Patel,External Hard Drive,Technology,West,1,5980.0,0.08,1165.77
